#logIe_J  logsigma  logRe_J  logIe_J_err  logsigma_err  logRe_J_err  weights
  3.18      2.148      0.194     0.066      0.069       0.044      1.4641287  
  3.3       2.343      0.251     0.048      0.02        0.032      1.0        
  3.1       2.067      0.253     0.09       0.185       0.06       1.3404826  
  2.617     2.13       0.7       0.048      0.036       0.032      1.0        
  3.238     2.383      0.394     0.064      0.031       0.043      1.0        
  3.496     2.347      0.128     0.081      0.034       0.054      1.0        
  3.129     2.38       0.347     0.08       0.045       0.054      1.0        
  3.107     2.263      0.467     0.074      0.064       0.05       1.0        
  2.87      2.3        0.63      0.048      0.023       0.032      1.0        
  2.613     2.199      0.712     0.062      0.049       0.042      1.0        
  3.205     2.196      0.197     0.09       0.068       0.061      1.3605442  
  3.383     2.373      0.292     0.049      0.022       0.033      1.0        
  3.239     2.29       0.247     0.063      0.046       0.043      1.3037809  
  3.607     2.178      0.075     0.08       0.037       0.054      1.0        
  3.382     2.367      0.214     0.048      0.017       0.032      1.0        
  3.095     2.164      0.345     0.048      0.029       0.032      1.0        
  2.986     2.163      0.432     0.056      0.118       0.038      1.0        
  3.083     2.083      0.168     0.077      0.076       0.052      2.4449878  
  3.111     2.529      0.602     0.05       0.026       0.034      1.0        
  3.194     2.296      0.177     0.07       0.051       0.047      1.5974442  
  2.943     2.194      0.153     0.08       0.088       0.054      5.2910056  
  3.247     2.248      0.235     0.048      0.027       0.032      1.0        
  3.211     2.201      0.43      0.067      0.129       0.045      1.0        
  3.108     2.086      0.381     0.081      0.071       0.055      1.0        
  3.105     2.214      0.357     0.078      0.069       0.053      1.0        
  3.381     2.237      -0.16     0.065      0.054       0.044      8.474576   
  2.656     2.215      0.661     0.048      0.035       0.032      1.0        
  3.308     2.234      0.164     0.089      0.096       0.06       1.2626263  
  3.264     2.363      0.34      0.048      0.058       0.032      1.0        
  2.71      2.204      0.495     0.061      0.041       0.041      1.0        
  2.783     2.326      0.581     0.08       0.099       0.054      1.0        
  3.404     2.354      0.145     0.089      0.053       0.06       1.0        
  3.084     2.117      0.241     0.087      0.123       0.059      1.5360982  
  3.567     2.428      0.039     0.06       0.027       0.041      1.172333   
  2.596     2.206      0.629     0.077      0.097       0.052      1.0        
  2.91      2.44       0.605     0.065      0.031       0.044      1.0        
  3.094     2.306      0.061     0.094      0.081       0.063      5.2083335  
  3.439     2.294      0.09      0.086      0.048       0.058      1.2722646  
  2.918     2.138      0.405     0.08       0.175       0.054      1.0        
  3.078     2.282      0.428     0.076      0.045       0.051      1.0        
  3.323     2.24       0.168     0.092      0.077       0.062      1.1337868  
  2.923     2.322      0.545     0.072      0.043       0.048      1.0        
  2.817     2.071      0.416     0.084      0.123       0.057      1.1467891  
  3.273     2.323      0.316     0.069      0.034       0.046      1.0        
  3.577     2.223      -0.16     0.06       0.055       0.04       4.3290043  
  3.405     2.181      0.036     0.082      0.068       0.056      2.2675736  
  3.071     2.147      0.484     0.071      0.104       0.048      1.0        
  2.897     2.332      0.627     0.064      0.057       0.043      1.0        
  3.405     2.378      0.188     0.048      0.047       0.032      1.0        
  3.418     2.29       0.177     0.071      0.032       0.048      1.0        
  2.507     2.319      0.82      0.066      0.035       0.044      1.0        
  3.598     2.239      0.141     0.072      0.053       0.048      1.0        
  2.607     2.229      0.73      0.068      0.067       0.046      1.0        
  2.591     2.336      0.799     0.048      0.024       0.032      1.0        
  3.429     2.36       0.236     0.079      0.063       0.054      1.0        
  3.143     2.255      0.325     0.077      0.043       0.052      1.0        
  2.65      2.161      0.618     0.075      0.092       0.051      1.0        
  2.797     2.234      0.65      0.048      0.025       0.032      1.0        
  3.628     2.412      0.057     0.088      0.048       0.059      1.0        
  2.969     2.139      0.435     0.076      0.078       0.051      1.0        
  2.887     2.244      0.417     0.079      0.081       0.053      1.0        
  3.49      2.333      0.086     0.071      0.029       0.048      1.1560694  
  3.081     2.173      0.312     0.091      0.058       0.061      1.0        
  3.047     2.28       0.383     0.085      0.076       0.058      1.0        
  3.463     2.436      0.249     0.062      0.029       0.042      1.0        
  3.189     2.187      0.235     0.082      0.084       0.055      1.1013216  
  3.077     2.372      0.519     0.048      0.02        0.032      1.0        
  2.978     2.059      0.261     0.069      0.141       0.047      1.8903593  
  2.998     2.333      0.652     0.048      0.046       0.032      1.0        
  2.876     2.126      0.444     0.078      0.059       0.053      1.0        
  3.451     2.295      0.082     0.085      0.055       0.057      1.3297873  
  3.466     2.082      0.113     0.092      0.119       0.062      1.0        
  3.222     2.323      0.248     0.09       0.06        0.061      1.0        
  3.435     2.371      0.177     0.083      0.068       0.056      1.0        
  3.188     2.178      0.355     0.077      0.051       0.052      1.0        
  3.147     2.29       0.45      0.048      0.023       0.032      1.0        
  2.854     2.403      0.701     0.049      0.024       0.033      1.0        
  3.199     2.297      0.273     0.089      0.063       0.06       1.0        
  2.891     2.136      0.446     0.086      0.103       0.058      1.0        
  3.104     2.236      0.368     0.069      0.041       0.047      1.0        
  3.408     2.299      0.042     0.08       0.059       0.054      1.9920319  
  3.173     2.111      0.183     0.048      0.05        0.032      1.6891892  
  3.153     2.143      0.283     0.082      0.058       0.055      1.0        
  2.985     2.098      0.208     0.083      0.122       0.056      2.6109662  
  3.081     2.204      0.193     0.095      0.099       0.064      2.1691973  
  3.207     2.329      0.408     0.072      0.04        0.048      1.0        
  3.279     2.371      0.313     0.078      0.035       0.053      1.0        
  2.475     2.139      0.73      0.077      0.089       0.052      1.0        
  2.869     2.088      0.528     0.078      0.09        0.053      1.0        
  3.282     2.302      0.279     0.084      0.054       0.057      1.0        
  3.496     2.343      0.081     0.094      0.045       0.063      1.1520737  
  3.567     2.197      -0.055    0.093      0.076       0.063      2.173913   
  2.869     2.234      0.449     0.048      0.039       0.032      1.0        
  3.316     2.177      0.062     0.048      0.04        0.032      2.2779043  
  3.177     2.089      0.302     0.086      0.097       0.058      1.0        
  3.114     2.136      0.204     0.092      0.082       0.062      1.7953322  
  3.058     2.19       0.317     0.081      0.066       0.055      1.0341262  
  2.904     2.294      0.636     0.053      0.058       0.036      1.0        
  3.337     2.162      0.143     0.048      0.026       0.032      1.2345679  
  3.252     2.34       0.368     0.054      0.017       0.036      1.0        
  3.15      2.269      0.344     0.051      0.027       0.034      1.0        
  3.728     2.124      -0.197    0.091      0.058       0.061      3.4246576  
  3.362     2.267      0.079     0.092      0.059       0.062      1.8281536  
  2.94      2.17       0.432     0.079      0.101       0.053      1.0        
  2.829     2.331      0.51      0.077      0.045       0.052      1.0        
  3.206     2.229      0.319     0.061      0.047       0.041      1.0        
  2.898     2.303      0.614     0.059      0.033       0.04       1.0        
  3.693     2.129      -0.228    0.074      0.049       0.05       4.7169814  
  3.085     2.428      0.467     0.073      0.037       0.049      1.0        
  3.298     2.287      0.182     0.094      0.035       0.063      1.1037527  
  3.609     2.208      -0.052    0.092      0.075       0.062      1.8939394  
  3.093     2.275      0.307     0.07       0.063       0.047      1.0111223  
  3.383     2.394      0.208     0.083      0.049       0.056      1.0        
  3.495     2.233      0.071     0.095      0.075       0.064      1.2437811  
  3.101     2.09       0.243     0.089      0.1         0.06       1.472754   
  3.216     2.21       0.254     0.048      0.023       0.032      1.0        
  2.537     2.296      0.728     0.064      0.041       0.043      1.0        
  3.073     2.278      0.321     0.048      0.04        0.032      1.0        
  3.041     2.297      0.414     0.082      0.056       0.055      1.0        
  3.037     2.183      0.513     0.048      0.034       0.032      1.0        
  2.933     2.19       0.4       0.068      0.066       0.046      1.0        
  3.126     2.158      0.132     0.059      0.116       0.04       3.058104   
  3.0       2.255      0.499     0.072      0.032       0.049      1.0        
  3.119     2.28       0.5       0.048      0.027       0.032      1.0        
  3.03      2.265      0.435     0.078      0.04        0.052      1.0        
  2.826     2.297      0.526     0.048      0.016       0.032      1.0        
  3.123     2.174      0.339     0.059      0.064       0.04       1.0        
  3.273     2.111      -0.057    0.066      0.055       0.044      6.097561   
  3.107     2.325      0.32      0.087      0.063       0.059      1.0        
  2.981     2.15       0.353     0.094      0.082       0.063      1.0615711  
  3.056     2.344      0.58      0.062      0.092       0.042      1.0        
  3.373     2.324      0.187     0.076      0.047       0.051      1.0        
  3.022     2.196      0.363     0.085      0.088       0.058      1.0        
  3.233     2.378      0.341     0.048      0.016       0.032      1.0        
  3.174     2.075      0.254     0.095      0.087       0.064      1.0537407  
  3.019     2.35       0.439     0.061      0.028       0.041      1.0        
  3.159     2.291      0.297     0.085      0.053       0.057      1.0        
  3.046     2.098      0.308     0.078      0.108       0.052      1.1037527  
  3.46      2.217      0.0010    0.048      0.027       0.032      2.1598272  
  2.505     2.25       0.751     0.071      0.056       0.048      1.0        
  3.193     2.234      0.4       0.066      0.105       0.044      1.0        
  3.274     2.218      0.26      0.048      0.047       0.032      1.0        
  3.25      2.376      0.446     0.062      0.032       0.042      1.0        
  3.482     2.254      0.068     0.048      0.022       0.032      1.2722646  
  3.131     2.275      0.374     0.048      0.036       0.032      1.0        
  3.02      2.438      0.709     0.048      0.052       0.032      1.0        
  3.537     2.259      0.118     0.083      0.047       0.056      1.0        
  3.111     2.087      0.233     0.048      0.026       0.032      1.4450867  
  3.189     2.143      0.223     0.075      0.046       0.051      1.2345679  
  2.824     2.38       0.727     0.048      0.045       0.033      1.0        
  3.112     2.257      0.429     0.071      0.041       0.048      1.0        
  3.229     2.148      0.098     0.091      0.065       0.061      2.415459   
  3.277     2.162      0.098     0.083      0.118       0.056      2.0790021  
  3.252     2.292      0.154     0.048      0.026       0.032      1.4947683  
  3.022     2.144      0.45      0.081      0.096       0.055      1.0        
  3.029     2.315      0.473     0.073      0.041       0.049      1.0        
  3.445     2.277      0.158     0.086      0.032       0.058      1.0        
  3.288     2.173      0.194     0.09       0.084       0.061      1.0548522  
  3.112     2.355      0.41      0.08       0.056       0.054      1.0        
  3.393     2.233      0.028     0.05       0.024       0.034      2.2522523  
  3.319     2.313      0.222     0.078      0.04        0.053      1.0        
  3.022     2.554      0.634     0.059      0.056       0.04       1.0        
  3.106     2.367      0.406     0.078      0.042       0.053      1.0        
  3.059     2.178      0.457     0.065      0.045       0.044      1.0        
  3.261     2.305      0.187     0.093      0.041       0.063      1.2077295  
  3.127     2.279      0.363     0.068      0.053       0.046      1.0        
  3.125     2.296      0.403     0.069      0.072       0.047      1.0        
  3.052     2.543      0.506     0.07       0.055       0.047      1.0        
  2.977     2.131      0.418     0.079      0.089       0.053      1.0        
  3.148     2.129      0.142     0.055      0.07        0.037      2.415459   
  3.113     2.308      0.349     0.048      0.026       0.032      1.0        
  3.161     2.071      0.356     0.08       0.131       0.054      1.0        
  3.147     2.154      0.341     0.069      0.063       0.047      1.0        
  3.218     2.306      0.224     0.076      0.055       0.051      1.0845987  
  3.417     2.399      0.366     0.066      0.035       0.045      1.0        
  3.276     2.271      0.276     0.083      0.033       0.056      1.0        
  3.13      2.114      0.435     0.063      0.072       0.042      1.0        
  3.159     2.131      0.093     0.075      0.049       0.051      3.1152647  
  3.52      2.192      0.194     0.07       0.047       0.047      1.0        
  3.371     2.333      0.196     0.082      0.052       0.055      1.0        
  2.989     2.174      0.214     0.056      0.042       0.038      2.5641026  
  3.374     2.427      0.332     0.048      0.029       0.032      1.0        
  2.871     2.356      0.735     0.048      0.046       0.032      1.0        
  3.397     2.205      0.046     0.048      0.043       0.032      1.9880714  
  3.202     2.186      0.26      0.091      0.045       0.061      1.0        
  3.454     2.327      0.107     0.09       0.047       0.061      1.081081   
  3.365     2.129      -0.132    0.075      0.08        0.05       7.692308   
  3.356     2.173      0.049     0.048      0.039       0.032      2.1413276  
  3.115     2.079      0.145     0.048      0.073       0.032      2.5773196  
  3.099     2.13       0.397     0.059      0.043       0.04       1.0        
  2.63      2.113      0.432     0.048      0.074       0.032      1.8726592  
  3.283     2.122      0.179     0.09       0.148       0.061      1.2690356  
  3.444     2.302      0.262     0.067      0.044       0.045      1.0        
  3.141     2.051      0.318     0.065      0.077       0.044      1.0        
  3.498     2.195      -0.0050   0.095      0.12        0.064      2.074689   
  3.148     2.393      0.352     0.086      0.036       0.058      1.0        
  3.369     2.231      0.06      0.085      0.059       0.057      2.004008   
  3.031     2.087      0.326     0.083      0.141       0.056      1.0395011  
  3.015     2.145      0.311     0.091      0.067       0.061      1.1947432  
  3.413     2.168      -0.05     0.087      0.035       0.059      3.9370077  
  3.122     2.208      0.357     0.08       0.052       0.054      1.0        
  3.447     2.336      0.104     0.048      0.022       0.032      1.0952903  
  3.148     2.319      0.41      0.055      0.071       0.037      1.0        
  3.21      2.433      0.402     0.069      0.037       0.046      1.0        
  2.853     2.061      0.399     0.095      0.126       0.064      1.1560694  
  2.909     2.22       0.432     0.069      0.049       0.047      1.0        
  3.223     2.275      0.29      0.078      0.056       0.052      1.0        
  3.569     2.106      -0.231    0.064      0.052       0.043      7.0422535  
  3.059     2.139      0.339     0.048      0.028       0.032      1.0        
  3.52      2.146      -0.04     0.064      0.032       0.043      2.2522523  
  3.393     2.198      0.243     0.077      0.085       0.052      1.0        
  2.896     2.209      0.458     0.048      0.018       0.032      1.0        
  2.957     2.078      0.341     0.093      0.133       0.062      1.1961722  
  3.416     2.084      0.085     0.078      0.102       0.053      1.4005603  
  3.079     2.122      0.36      0.086      0.058       0.058      1.0        
  3.296     2.321      0.15      0.048      0.025       0.032      1.3351134  
  3.247     2.361      0.36      0.048      0.014       0.032      1.0        
  2.823     2.051      0.427     0.074      0.1         0.05       1.0245901  
  2.996     2.207      0.363     0.09       0.109       0.061      1.0        
  3.478     2.293      0.095     0.094      0.06        0.063      1.0683761  
  2.879     2.231      0.573     0.072      0.045       0.049      1.0        
  3.344     2.277      0.393     0.062      0.06        0.042      1.0        
  2.921     2.214      0.38      0.093      0.077       0.063      1.026694   
  3.084     2.298      0.479     0.07       0.036       0.047      1.0        
  3.506     2.417      0.268     0.071      0.036       0.048      1.0        
  2.998     2.239      0.468     0.076      0.059       0.051      1.0        
  2.979     2.126      0.272     0.082      0.122       0.055      1.7211704  
  3.154     2.276      0.332     0.078      0.04        0.052      1.0        
  3.413     2.4        0.168     0.087      0.036       0.059      1.0        
  3.255     2.392      0.385     0.048      0.018       0.032      1.0        
  3.616     2.528      0.045     0.092      0.071       0.062      1.0309278  
  3.315     2.097      0.189     0.091      0.125       0.061      1.0        
  3.132     2.146      0.261     0.065      0.059       0.044      1.1223345  
  2.797     2.268      0.416     0.095      0.067       0.064      1.2239902  
  3.373     2.381      0.224     0.087      0.053       0.059      1.0        
  3.417     2.286      0.1       0.068      0.059       0.046      1.2610341  
  2.906     2.263      0.563     0.052      0.044       0.035      1.0        
  3.281     2.32       0.342     0.076      0.045       0.051      1.0        
  3.145     2.394      0.377     0.048      0.026       0.032      1.0        
  3.234     2.427      0.438     0.048      0.015       0.032      1.0        
  3.016     2.296      0.304     0.095      0.079       0.064      1.3642565  
  3.398     2.177      -0.188    0.081      0.053       0.055      10.0       
  3.51      2.354      0.018     0.051      0.027       0.034      1.633987   
  3.273     2.068      -0.165    0.086      0.102       0.058      13.157895  
  3.429     2.313      0.345     0.048      0.022       0.032      1.0        
  3.166     2.058      -0.0090   0.066      0.085       0.045      6.134969   
  3.185     2.207      0.345     0.066      0.097       0.044      1.0        
  3.466     2.161      -0.018    0.055      0.031       0.037      2.3419204  
  3.442     2.362      0.352     0.061      0.022       0.041      1.0        
  3.089     2.247      0.508     0.065      0.091       0.044      1.0        
  3.169     2.276      0.409     0.072      0.073       0.049      1.0        
  3.481     2.519      0.176     0.07       0.072       0.047      1.0        
  3.183     2.072      0.154     0.048      0.049       0.032      1.8975332  
  3.292     2.302      0.505     0.048      0.013       0.032      1.0        
  3.085     2.099      -0.111    0.085      0.1         0.058      17.857141  
  3.482     2.1        -0.0090   0.094      0.132       0.063      2.2421525  
  3.38      2.106      0.03      0.081      0.081       0.055      2.3364487  
  3.597     2.261      -0.04     0.09       0.059       0.061      1.8552877  
  3.571     2.319      -0.053    0.055      0.045       0.037      2.1052632  
  3.053     2.271      0.406     0.07       0.086       0.047      1.0        
  2.985     2.252      0.417     0.082      0.053       0.055      1.0        
  2.814     2.088      0.586     0.048      0.048       0.032      1.0        
  3.289     2.137      0.172     0.093      0.1         0.063      1.2285012  
  3.062     2.16       0.257     0.09       0.164       0.061      1.4534883  
  3.749     2.309      -0.111    0.048      0.024       0.032      1.6835017  
  2.976     2.264      0.49      0.073      0.035       0.049      1.0        
  3.777     2.315      -0.12     0.089      0.089       0.06       1.6611296  
  2.987     2.244      0.488     0.062      0.052       0.042      1.0        
  3.267     2.238      0.33      0.08       0.078       0.054      1.0        
  3.212     2.328      0.27      0.087      0.062       0.059      1.0        
  3.171     2.492      0.545     0.048      0.018       0.032      1.0        
  3.2       2.347      0.375     0.065      0.046       0.044      1.0        
  3.126     2.254      0.387     0.073      0.048       0.05       1.0        
  3.387     2.247      0.327     0.074      0.055       0.05       1.0        
  3.275     2.322      0.15      0.089      0.069       0.06       1.5600625  
  3.283     2.097      0.277     0.072      0.096       0.049      1.0        
  3.136     2.167      0.277     0.078      0.1         0.053      1.017294   
  3.008     2.282      0.435     0.07       0.05        0.047      1.0        
  3.541     2.306      -0.092    0.085      0.043       0.058      2.9585798  
  3.268     2.136      0.225     0.091      0.1         0.061      1.0        
  2.976     2.263      0.42      0.048      0.037       0.032      1.0        
  3.232     2.236      0.212     0.082      0.089       0.056      1.1534026  
  3.34      2.29       0.083     0.068      0.068       0.046      2.0703933  
  3.248     2.197      0.381     0.055      0.063       0.037      1.0        
  3.534     2.097      -0.167    0.063      0.126       0.043      5.0251255  
  3.442     2.277      0.099     0.093      0.049       0.063      1.1709602  
  2.822     2.05       0.014     0.073      0.11        0.049      17.857141  
  3.272     2.17       0.29      0.07       0.079       0.047      1.0        
  3.182     2.258      0.338     0.067      0.034       0.045      1.0        
  2.95      2.22       0.588     0.05       0.066       0.034      1.0        
  3.133     2.19       0.132     0.095      0.096       0.064      3.0864198  
  3.227     2.135      0.175     0.094      0.121       0.063      1.4925373  
  3.339     2.114      0.0090    0.048      0.031       0.032      2.9325514  
  3.082     2.266      0.426     0.061      0.042       0.041      1.0        
  3.054     2.112      0.34      0.077      0.125       0.052      1.0        
  3.246     2.116      0.23      0.065      0.067       0.044      1.0        
  2.712     2.113      0.53      0.076      0.082       0.051      1.0        
  3.202     2.308      0.26      0.088      0.048       0.059      1.0        
  3.146     2.281      0.395     0.068      0.058       0.046      1.0        
  3.045     2.222      0.394     0.071      0.056       0.048      1.0        
  3.092     2.157      0.475     0.071      0.082       0.048      1.0        
  3.041     2.345      0.427     0.071      0.052       0.048      1.0        
  3.268     2.098      0.022     0.094      0.122       0.064      3.4843206  
  3.353     2.32       0.066     0.088      0.068       0.06       2.0        
  3.258     2.191      0.182     0.095      0.076       0.064      1.2970169  
  3.342     2.352      0.258     0.087      0.046       0.059      1.0        
  3.228     2.388      0.387     0.075      0.03        0.051      1.0        
  3.444     2.367      0.117     0.092      0.066       0.062      1.0683761  
  3.174     2.263      0.321     0.083      0.057       0.056      1.0        
  2.907     2.206      0.377     0.048      0.034       0.032      1.0893246  
  3.579     2.113      -0.203    0.088      0.109       0.06       6.3694267  
  3.066     2.192      0.375     0.071      0.087       0.048      1.0        
  3.089     2.289      0.274     0.075      0.035       0.051      1.1655012  
  3.496     2.386      0.265     0.054      0.075       0.037      1.0        
  3.254     2.453      0.32      0.086      0.055       0.058      1.0        
  3.218     2.318      0.399     0.059      0.031       0.04       1.0        
  3.017     2.356      0.273     0.062      0.039       0.042      1.5822784  
  3.015     2.488      0.602     0.048      0.017       0.032      1.0        
  2.988     2.258      0.482     0.08       0.096       0.054      1.0        
  3.082     2.291      0.325     0.087      0.067       0.059      1.0        
  3.352     2.386      0.2       0.088      0.095       0.059      1.0        
  3.382     2.353      0.222     0.066      0.035       0.045      1.0        
  3.344     2.275      0.157     0.09       0.097       0.061      1.1273956  
  3.181     2.407      0.302     0.085      0.049       0.058      1.0        
  3.305     2.332      0.298     0.08       0.033       0.054      1.0        
  2.925     2.194      0.595     0.062      0.055       0.042      1.0        
  3.157     2.2        0.305     0.068      0.086       0.046      1.0330578  
  3.038     2.092      0.394     0.086      0.141       0.058      1.0        
  3.052     2.321      0.424     0.078      0.041       0.052      1.0        
  2.984     2.208      0.312     0.048      0.034       0.032      1.2690356  
  3.058     2.134      0.299     0.076      0.061       0.051      1.10011    
  3.3       2.389      0.229     0.048      0.027       0.032      1.0        
  3.132     2.35       0.437     0.074      0.029       0.05       1.0        
  3.048     2.238      0.34      0.089      0.04        0.06       1.0        
  2.759     2.13       0.397     0.082      0.084       0.056      1.5873016  
  3.14      2.295      0.351     0.08       0.05        0.054      1.0        
  3.07      2.202      0.319     0.08       0.116       0.054      1.0395011  
  3.411     2.289      0.161     0.067      0.042       0.045      1.0        
  3.077     2.255      0.456     0.075      0.081       0.05       1.0        
  3.394     2.159      0.157     0.065      0.074       0.044      1.0        
  3.049     2.075      0.357     0.087      0.08        0.059      1.0        
  2.984     2.126      0.374     0.072      0.071       0.048      1.0        
  3.063     2.326      0.371     0.08       0.095       0.054      1.0        
  3.287     2.224      0.17      0.048      0.022       0.032      1.2121212  
  2.86      2.159      0.554     0.048      0.033       0.032      1.0        
  2.998     2.411      0.478     0.081      0.048       0.055      1.0        
  3.19      2.37       0.383     0.07       0.047       0.047      1.0        
  3.28      2.442      0.314     0.073      0.041       0.049      1.0        
  3.368     2.335      0.206     0.08       0.031       0.054      1.0        
  3.421     2.355      0.111     0.069      0.034       0.046      1.2062726  
  2.753     2.152      0.606     0.069      0.07        0.047      1.0        
  3.146     2.289      0.3       0.076      0.03        0.051      1.0        
  3.132     2.453      0.48      0.051      0.034       0.035      1.0        
  2.814     2.17       0.526     0.08       0.073       0.054      1.0        
  3.277     2.372      0.182     0.066      0.028       0.045      1.4144272  
  3.124     2.243      0.302     0.093      0.051       0.063      1.0        
  3.018     2.406      0.59      0.055      0.044       0.037      1.0        
  3.051     2.165      0.294     0.08       0.062       0.054      1.2121212  
  3.168     2.25       0.354     0.048      0.088       0.032      1.0        
  3.339     2.234      0.169     0.087      0.079       0.059      1.0416667  
  3.104     2.427      0.412     0.068      0.025       0.046      1.0        
  3.195     2.286      0.302     0.083      0.047       0.056      1.0        
  2.936     2.37       0.562     0.056      0.028       0.038      1.0        
  3.139     2.244      0.311     0.048      0.026       0.032      1.0        
  2.64      2.262      0.686     0.058      0.052       0.039      1.0        
  3.21      2.26       0.347     0.065      0.061       0.044      1.0        
  3.315     2.284      0.237     0.075      0.024       0.05       1.0        
  2.884     2.311      0.438     0.095      0.092       0.064      1.0        
  2.724     2.095      0.48      0.057      0.083       0.039      1.1709602  
  3.421     2.292      0.101     0.09       0.053       0.061      1.2531328  
  3.533     2.423      0.031     0.092      0.091       0.062      1.5649452  
  3.242     2.251      0.074     0.062      0.047       0.042      3.10559    
  2.868     2.06       0.323     0.068      0.076       0.046      2.1367521  
  3.405     2.148      -0.142    0.07       0.067       0.047      6.6666665  
  3.303     2.282      0.271     0.048      0.029       0.033      1.0        
  3.229     2.37       0.622     0.048      0.044       0.032      1.0        
  3.315     2.166      0.011     0.053      0.071       0.036      3.1347961  
  3.339     2.14       0.157     0.092      0.09        0.062      1.3020834  
  2.697     2.178      0.427     0.048      0.037       0.032      1.7513136  
  2.717     2.361      0.565     0.081      0.067       0.055      1.0        
  3.097     2.13       0.472     0.068      0.147       0.046      1.0        
  3.185     2.251      0.264     0.09       0.048       0.061      1.0        
  3.021     2.281      0.438     0.076      0.053       0.052      1.0        
  3.17      2.381      0.421     0.048      0.018       0.032      1.0        
  2.936     2.202      0.593     0.048      0.063       0.032      1.0        
  2.672     2.263      0.507     0.075      0.076       0.051      1.0330578  
  3.169     2.217      0.218     0.094      0.072       0.063      1.3774104  
  2.845     2.128      0.606     0.059      0.084       0.04       1.0        
  3.124     2.391      0.35      0.089      0.073       0.06       1.0        
  2.618     2.051      0.556     0.089      0.137       0.06       1.0        
  3.519     2.272      -0.074    0.048      0.022       0.032      2.8901734  
  3.448     2.3        0.117     0.095      0.055       0.064      1.1792454  
  3.321     2.428      0.43      0.049      0.019       0.033      1.0        
  3.572     2.28       -0.151    0.09       0.095       0.061      5.464481   
  3.274     2.456      0.433     0.063      0.028       0.042      1.0        
  3.842     2.32       -0.204    0.081      0.05        0.055      2.3255813  
  3.201     2.294      0.406     0.068      0.034       0.046      1.0        
  3.096     2.114      0.31      0.048      0.043       0.032      1.048218   
  3.156     2.219      0.422     0.069      0.087       0.047      1.0        
  3.141     2.335      0.382     0.071      0.038       0.048      1.0        
  2.959     2.086      0.135     0.084      0.136       0.057      5.235602   
  3.323     2.07       0.03      0.076      0.078       0.051      2.793296   
  3.306     2.285      0.237     0.081      0.063       0.055      1.0        
  3.274     2.223      0.089     0.071      0.082       0.048      2.4390244  
  2.816     2.152      0.478     0.086      0.081       0.058      1.0        
  3.158     2.302      0.27      0.063      0.059       0.042      1.1061947  
  3.165     2.106      0.238     0.059      0.109       0.04       1.3736264  
  2.93      2.291      0.544     0.069      0.046       0.047      1.0        
  3.522     2.163      -0.163    0.076      0.052       0.051      5.4054055  
  3.328     2.232      0.257     0.078      0.055       0.053      1.0        
  3.338     2.354      0.166     0.091      0.074       0.061      1.2210013  
  3.134     2.225      0.328     0.085      0.055       0.057      1.0        
  3.261     2.421      0.36      0.069      0.025       0.046      1.0        
  2.997     2.19       0.317     0.079      0.122       0.053      1.331558   
  3.386     2.122      0.12      0.095      0.072       0.064      1.2547052  
  2.752     2.1        0.526     0.09       0.14        0.061      1.0        
  3.526     2.27       -0.069    0.095      0.091       0.064      3.030303   
  2.85      2.321      0.427     0.06       0.047       0.041      1.1402509  
  3.068     2.199      0.379     0.066      0.055       0.045      1.0        
  3.494     2.406      0.201     0.048      0.016       0.032      1.0        
  3.278     2.157      -0.098    0.078      0.079       0.053      8.403361   
  3.341     2.337      0.241     0.052      0.035       0.035      1.0        
  3.003     2.288      0.254     0.052      0.053       0.035      1.9193857  
  3.614     2.161      -0.078    0.083      0.06        0.056      2.3809524  
  3.35      2.198      0.0070    0.073      0.05        0.049      3.1347961  
  3.37      2.182      0.14      0.093      0.056       0.063      1.1806376  
  3.553     2.307      -0.045    0.055      0.026       0.037      2.2421525  
  3.104     2.137      0.383     0.085      0.15        0.058      1.0        
  3.184     2.321      0.378     0.061      0.031       0.041      1.0        
  3.397     2.353      0.18      0.088      0.042       0.06       1.0        
  3.346     2.23       -0.033    0.079      0.054       0.053      4.347826   
  2.498     2.066      0.586     0.048      0.071       0.032      1.059322   
  3.484     2.201      0.15      0.091      0.064       0.061      1.0        
  3.055     2.128      0.306     0.091      0.083       0.061      1.1210762  
  3.182     2.285      0.167     0.061      0.036       0.041      1.7421603  
  3.405     2.182      0.176     0.054      0.045       0.036      1.0        
  3.289     2.348      0.164     0.048      0.024       0.032      1.2406948  
  3.274     2.433      0.419     0.068      0.051       0.046      1.0        
  3.333     2.501      0.299     0.075      0.036       0.051      1.0        
  3.381     2.334      0.224     0.048      0.04        0.033      1.0        
  3.157     2.39       0.3       0.09       0.05        0.061      1.0        
  3.455     2.303      0.216     0.08       0.044       0.054      1.0        
  3.163     2.287      0.452     0.068      0.06        0.046      1.0        
  2.963     2.289      0.427     0.071      0.054       0.048      1.0        
  2.998     2.325      0.48      0.076      0.046       0.051      1.0        
  3.36      2.199      0.032     0.086      0.052       0.058      2.5252526  
  3.415     2.207      0.179     0.072      0.051       0.049      1.0        
  3.014     2.06       0.124     0.087      0.112       0.059      4.608295   
  2.862     2.182      0.47      0.079      0.08        0.053      1.0        
  3.09      2.296      0.36      0.084      0.041       0.057      1.0        
  3.046     2.197      0.38      0.064      0.036       0.044      1.0        
  3.146     2.186      0.403     0.085      0.135       0.057      1.0        
  3.066     2.179      0.314     0.074      0.068       0.05       1.0330578  
